hospid,hospname,city,zipcode,owner,beds,church,zip,othernfp,forprofit,countyowner,ER,burncare,CICU,NICU,alternate_birthing,hospice,alcohol_rehab,drug_rehab,ctscan,MRI,PET_scan,lithotripsy,heartsurgery,cardiaccath,homehealth,residency_program,radiation_therapy,physical_rehab,transplant,trauma,occupancy,clinic_visits,ER_visits,surgeries,OPTsurgeries,currentassets,PPE,accumulated_depreciation,total_assets,current_liabilities,longterm_debt,chargestot,chargesIPT,chargesOPT,chargesANC,deductions,otherrevenue,net_revenue,patient_revenue,totexpenses,iptexpenses,ambexpenses,ancexpenses,resexpenses,edexpenses,adminexpenses,netincome,l_pr,l_or,l_admin_exp
190708,SHERMAN OAKS HEALTH SYSTEM,SHERMAN OAKS,91403,SHERMAN OAKS HEALTH SYSTEM,153,0,91403,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.511487126,4859,19233,3806,,32076292,28938604,-22824798,61601504,9807041,41798336,238773632,55603720,21603908,161566000,175087344,337945,64024236,63686292,60350808,12419109,3514182,22294336,,240635,16201767,3673428,17.96948051,12.7306385,16.60063171
190754,ST. FRANCIS MEDICAL CENTER,LYNWOOD,90262,CATHOLIC HEALTHCARE WEST,377,1,90262,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0.341957062,10205,43733,2620,,101804192,158327520,-97917456,326924224,28826516,159924752,277881344,71497464,17021460,189362416,200447456,727660,88180784,87453128,85436512,18638208,5541133,21135114,,604895,26369232,2744275,18.28661346,13.49758911,17.08770752
190756,SAINT JOHN'S HEALTH CENTER,SANTA MONICA,90404-209,SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM,233,0,90404,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0.816508949,188593,31131,23526,10247,60787156,51097464,-150022944,369560576,37389072,201946,828166720,176184880,52946264,599035584,631507648,4414037,214143536,209729504,206928736,37212280,15958858,84019776,,,61035856,7214806,19.16132927,15.3003006,17.92697144
190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,BURBANK,915054866,SISTER OF PROVIDENCE,362,1,91505,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0.826277137,6921,44863,12615,,88249264,92100624,-220640688,254613632,31290824,62068348,707663104,152912032,34904884,519846176,511488896,3806352,210598544,206792192,211277328,42648540,12921185,79121896,,,61941676,-678783,19.14722443,15.15218163,17.9417038
190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,90057,DAUGHTERS OF CHARITY HEALTH SYSTEM,181,1,90057,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0.480662972,2588,,6166,,45783112,95957696,-154563344,218147072,26266376,63904112,241370480,51701360,135387,189533744,173192992,570777,71686656,71115880,75167544,12377652,658467,35187112,504141,80205,19771994,-3480885,18.07982063,13.25475407,16.79977798
190766,COAST PLAZA DOCTORS HOSPITAL LLP,NORWALK,90650,COAST PLAZA DOCTORS HOSPITAL,123,0,90650,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.443301022,,29069,26419,,45347364,18063980,-10730420,63411344,11985784,19204820,216704320,27694180,9904538,179105600,153316864,673414,64060876,63387464,61568132,6596875,2518123,15820851,,178852,31904170,2492744,17.96477699,13.42011547,17.27824783
190784,TEMPLE HOSPITAL INC,LOS ANGELES,90004,TEMPLE HOSPITAL INC.,130,0,90004,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.468746036,,,6142,,6601318,6825643,-4984507,13539499,6609553,2987527,95796768,20841102,,74955672,59861380,140623,36076016,35935392,33925764,6742120,,11919434,,,13289472,2150252,17.39723396,11.85383797,16.40248299
190796,UNIVERSITY OF CALIFORNIA LOS ANGELES,LOS ANGELES,90095,REGENTS OF THE UNIVERSITY OF CALIFORNIA,670,0,90095,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.70544678,692217,42633,19968,7802,309978752,223073232,-380202176,791988992,154409984,141650992,1448151808,215803872,65019516,1167328384,841639104,58622556,686847360,628224832,678499904,118001752,43144240,269366208,,3387592,195335264,8347479,20.2584095,17.88663101,19.09022713
190810,NORTHRIDGE HOSPITAL MEDICAL CENTER - SHERMAN WAY CAMPUS,VAN NUYS,914059978,CATHOLIC HEALTHCARE WEST,207,0,91405,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.64608562,11967,24929,3486,,17734312,20050828,-4705863,38925112,19346480,5212855,190695104,76732984,6261739,107700384,138120976,1002392,57560256,56557864,59058712,17254672,4003051,12835134,1273671,127145,18452994,-1498453,17.85077477,13.8178997,16.73073769
190812,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,91409,VALLEY PRESBYTERIAN HOSPITAL,290,0,91409,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0.541615486,,37799,3806,,46291768,33156972,-98587944,148212896,23725796,37680000,281131552,86747536,4373673,190010336,187096624,983172,95171256,94188080,98833784,19924864,3252320,36964552,,,30560204,-3662531,18.3608036,13.79853916,17.23520851
190818,VERDUGO HILLS HOSPITAL,GLENDALE,91208-140,VERDUGO HILLS HOSPITAL,136,0,91208,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.760797679,,16015,4812,,11124780,18092628,-60959480,43096872,11546033,19205000,180260176,40976212,8976672,130307288,129563872,245674,53754932,53509256,54897036,12053307,3231866,21072946,,,12900943,-1142104,17.79536438,12.41176033,16.37281036
190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,90018,PACIFIC HEALTH CORPORATION,201,0,90018,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.581503451,,,1137,,23824144,6565279,-9674120,30575288,7501659,,132469344,38401384,892528,93175432,73428136,89563,61513708,61424144,47930248,12232669,294732,11644086,,,21181112,13583460,17.93331337,11.40269756,16.86861992
190857,DOCTOR'S HOSPITAL OF WEST COVINA,WEST COVINA,91790,DOCTOR'S HOSPITAL OF WEST COVINA INCORPORATED,28,0,91790,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.930821896,,,1185,,3975032,4274901,-3877438,8429598,1022752,3557332,32891912,5854036,,27037876,23473808,48190,9466296,9418106,9428896,2133149,,3375841,,87800,3237580,37400,16.05814362,10.78290653,14.99033642
190859,WEST HILLS HOSPITAL,WEST HILLS,91307,"COLUMBIA HCA CORPORATION, INC.",236,0,91307,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0.482447177,,31108,3936,,17952712,20918938,-60573628,41331836,12186512,19694972,374665696,66075132,9043507,299547072,277232544,1192823,98625992,97433168,95652496,18513320,2940334,34866608,,,32807336,2973496,18.39467812,13.99183369,17.30616188
190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,90033-248,ADVENTIST HEALTH SYSTEM,255,1,90033,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1.00178349,9711,39854,5209,,146892864,59467112,-100409888,363012864,20144274,8727930,375537184,107449744,18423120,249664320,227177072,5564488,165203488,159639008,165333584,32797936,6794919,45177276,,9980019,56793496,-130095,18.88842583,15.53191566,17.85493279
190883,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,90605,TENET HEALTHCARE CORP.,181,0,90605,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.607810497,,25658,4401,,49710532,30294950,-10617252,92420592,7184947,,526186368,85305440,25676144,415204800,454174624,908801,74254560,73345760,72669400,15275243,2622689,25344552,,,26127480,1585159,18.11069489,13.71988106,17.07849884
190949,HENRY MAYO NEWHALL MEMORIAL HOSPITA,VALENCIA,91355-208,HENRY MAYO NEWHALL MEMORIAL HOSPITA,217,0,91355,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.610933661,,33777,3161,,29346670,46170776,-53342376,86652256,10918634,88345208,356573536,97318720,33556668,225698128,262852416,69498,93790608,93721104,88630328,17594204,7591457,25763940,,,26049384,5160280,18.35583305,11.14905357,17.0755043
191227,LOS ANGELES COUNTY/HARBOR-UCLA MEDICAL CENTER,"TORRANCE, CA",905092910,COUNTY OF LOS ANGELES,335,0,90509,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.994864047,286754,68961,8520,,121364040,16944456,-64402556,146180496,52594384,17974000,1083279744,435669824,101507416,546102528,684450944,4675185,411873472,407198272,343130944,49030160,30731932,96484896,,29598240,104699568,68742528,19.82481003,15.3577795,18.46660614
191228,LOS ANGELES COUNTY + USC MEDICAL CENTER,LOS ANGELES,90033,LOS ANGELES COUNTY,735,0,90033,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0.998125076,586423,163137,15406,,306835424,32046796,-181494464,542420736,496140480,207918576,1983702912,1027012288,144730320,811960256,1139100800,13304773,872217856,858913088,731038848,114312032,41977864,187129840,1935,49604796,256717984,141179024,20.57117844,16.40363312,19.36348915
191230,MARTIN LUTHER KING JR./DREW MEDICAL CENTER,LOS ANGELES,90059,COUNTY OF LOS ANGELES,249,0,90059,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.865786433,198444,38866,2714,2091,180201712,104800248,-100548480,326671296,242309152,142589760,815368320,303256224,154462016,357650048,438935360,6440195,394229856,387789664,343300992,53731300,20924778,64613728,1762534,42528336,120364712,50928856,19.77597427,15.67806911,18.60603714
191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,"SYLMAR, CALIFORNIA",913421495,LOS ANGELES COUNTY,237,0,91342,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0.788254976,145047,44541,4782,,144002080,73364784,-78885336,245181856,146740144,95950000,476106144,234926352,52756816,188422976,230225856,3862259,255109760,251247504,228868064,32896078,18658296,55574764,,10078933,87748464,26241708,19.34194946,15.16676235,18.28998566
191261,HIGH DESERT HOSPITAL,LANCASTER,93536,LOS ANGELES COUNTY,71,0,93536,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.999228299,46942,,1195,,19391974,1071368,-22265858,28800140,44623572,,105500200,51833680,5066764,48599756,77223016,2100327,36279132,34178804,60713112,7290105,3507508,11721578,,,27475580,-24433980,17.34711647,14.55760384,17.12880898
194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,90033,TENET HEALTHCARE CORPORATION,201,0,90033,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1.000490665,57599,,10369,,99273384,136132880,-85822104,380140544,37690280,,1510603648,254290128,16205637,1240107904,1197472256,1558418,314689728,313131296,230401712,43561408,1976348,102643064,,6643520,64498672,84288008,19.56213379,14.25918198,17.98215485
201281,MADERA COMMUNITY HOSPITAL,MADERA,93637,MADERA COMMUNITY HOSPITAL,103,0,93637,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.589067698,22045,19819,4665,,17260336,15970194,-21974208,37826856,9285010,5270000,90467152,14721610,7251144,68494392,49399176,749960,41817936,41067976,42636268,7749373,4683144,15912095,,,11707064,-818333,17.53073883,13.52777481,16.27570343
211006,MARIN GENERAL HOSPITAL,GREENBRAE,94909,"MARIN HEALTH SYSTEMS, INC",129,0,94909,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0.943655074,8526,36532,4146,5216,42177616,60935056,-48170692,130676040,28635570,35689608,456406464,155849744,53296208,247260496,295390656,6931335,171564784,164633440,166827056,28673532,13230665,50974524,,,60059240,4737720,18.91923141,15.75156307,17.9108429
214034,NOVATO COMMUNITY HOSPITAL,NOVATO,94948,SUTTER HEALTH,25,0,94948,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.962849319,3546,11686,3088,708,9913992,47792116,-10780691,60749744,6854044,30912624,92058560,19403524,8395695,64259344,53531684,534872,39111688,38576816,37410712,5071930,2441315,12363002,,,12525238,1700976,17.46816254,13.1897831,16.343256
220733,JOHN C. FREMONT HOSPITAL,MARIPOSA,95339,JOHN C. FREMONT HOSPITAL DISTRICT,34,0,95339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.811039507,13936,4402,,,2489912,5480956,-3412781,8500024,2183915,5478232,11058846,2765392,3986171,4307283,3309405,494186,8243627,7749441,8759509,1345816,1644265,1452292,,,2347746,-515882,15.86313152,13.11066723,14.66896629
230949,HOWARD MEMORIAL HOSPITAL,WILLITS,95490,WESTERN HEALTH RESOURCES,25,0,95490,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.375890404,,9717,775,,3439187,2092579,-3148070,5581734,2315056,236792,34526672,3882967,6627737,24015968,20210874,110052,14425850,14315798,13745392,1734383,1973825,4708076,,,4078639,680458,16.4768734,11.60870838,15.22127438
231013,MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,95437,DISTRICT HOSPITAL,52,0,95437,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.505057991,10523,9766,2337,,13097079,6898555,-12928278,25282620,5487987,9292433,42248176,5997191,7815122,28435860,17575708,158478,24830944,24672464,25930368,3381114,3468205,9044661,,,7613384,-1099425,17.02119827,11.97337151,15.84541798
231396,UKIAH ADVENTIST HOSPITAL,UKIAH,95482,ADVENTIST HEALTH,78,1,95482,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.494239539,2291,26849,4812,,24076668,12850128,-17095318,39441348,23324202,11796984,160149296,30561776,26505622,103081904,115288360,347504,45208448,44860944,43920980,7661542,4477831,14564034,,,13146727,1287469,17.61907768,12.75853157,16.39168358
240853,DOS PALOS MEMORIAL HOSPITAL,DOS PALOS,93620,"DOS PALOS MEMORIAL HOSPTAL, INC.",29,0,93620,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871799767,2387,5714,,,305194,960938,-733741,1731027,435449,494326,5100747,1879816,1711310,1509621,2591940,58083,2566890,2508807,2672580,695461,309324,320666,,,832611,-105690,14.73531818,10.96962833,13.63232136
240924,MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,93635,MEMORIAL HOSPITALS ASSOCIATION,48,0,93635,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.458447486,11213,12464,859,,7531100,4783303,-7544474,35691324,3003715,22340384,85654584,12504345,9226073,63924168,62395288,53464,23312760,23259296,21422150,5271182,2084914,5193045,,,7278074,1890610,16.96221542,10.88676357,15.80037689
240942,MATER MISERICORDIAE HOSPITAL,MERCED,95340,DOMINICAN SISTERS OF ST. CATHERINE OF SIENNA,174,1,95340,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0.326672971,,25135,3797,1203,10910365,8191969,-1968244,47906800,29961400,21500000,172631104,26703868,16791852,129135384,125503168,345452,47473384,47127932,50489248,9133056,4457279,16161928,,1953709,12332923,-3015865,17.66837692,12.75260925,16.32778358
240948,MATER MISERICORDIAE HOSPITAL,MERCED,953402880,DOMINICAN SISTERS OF ST. CATHERINE OF SIENNA OF KENOSHA WI.,115,1,95340,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.662632525,,20540,3316,955,23360092,14121246,-26225196,50455316,10647729,3979469,172918080,26145732,8454267,138318080,118465792,1290536,55742828,54452292,52955488,11554448,5050427,19477076,,,15077531,2787340,17.81283569,14.07056808,16.52871704
250956,MODOC MEDICAL CENTER,ALTURAS,96101,MODOC COUNTY,87,0,96101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611084878,10851,1754,89,,1396468,1913074,-3156861,4069722,4218457,1265000,10441572,4281691,2025408,4134473,3011760,206980,7636792,7429812,7788014,2156803,1061665,1194335,,,2368069,-151222,15.82101154,12.24037743,14.6775856
260011,SOUTHERN MONO HEALTHCARE DISTRICT,MAMMOTH LAKES,93546,SOUTHERN MONO HEALTH CARE DISTRICT,15,0,93546,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.307214618,29102,8100,549,,13299042,6555117,-7374413,35468420,2284902,18005854,27075016,2142003,5468196,19464818,7022374,105572,20158216,20052644,18559208,1621520,3522881,4073387,,,5916122,1599006,16.81387138,11.56714821,15.5931921
270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,93940,COMMUNITY HOSPITAL FOUNDATION,173,0,93940,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0.834903836,5520,48478,5192,5489,62513236,133990736,-137930848,247139424,44340484,19146388,397469056,91780968,21267362,284420736,176319696,8910093,230059456,221149360,215039744,39902804,15251234,69574976,,,78637440,15019706,19.21434975,16.00269508,18.18035889
270777,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,KING CITY,93930,SOUTHERN MONTEREY COUNTY,60,0,93930,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.669908643,59276,8019,3623,,6082179,6681017,-8513102,25071280,7308559,12579035,59678772,8468076,12776755,38433940,32681240,214490,27212020,26997532,27678060,4985771,3314644,7193872,,,6692697,-466039,17.11125565,12.27601814,15.71652794
270875,SALINAS VALLEY MEMORIAL HOSPITAL DISTRICT,SALINAS,93901=000,SALINAS VALLEY MEMORIAL HOSPITAL DISTRICT,198,0,93901,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0.775370121,30887,31324,7223,,78882968,121774200,-77129568,234670480,38010776,13493692,386967648,78747696,18908868,289311072,183685040,2262725,205545344,203282608,196615008,42083856,9382597,70055704,,,66710628,8930337,19.13010788,14.63208008,18.01587486
274043,NATIVIDAD MEDICAL CENTER,SALINAS,93906,COUNTY OF MONTEREY,163,0,93906,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0.646608949,132837,13521,6193,1494,31529878,136660944,-37315432,179027664,49511328,95888896,287238784,141921216,16482195,128835392,176445984,1628707,113818480,112189776,119204664,17556062,9307070,26624888,,1455808,38645732,-5386184,18.53570175,14.30329704,17.46994781
281047,QUEEN OF THE VALLEY HOSPITAL,NAPA,94558,QUEEN OF THE VALLEY HOSPITAL,170,1,94558,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0.717518091,22370,32510,7134,,66431000,48231224,-89698000,159750832,21107800,33458024,328955008,62082120,17098262,249774640,205968384,840275,126694312,125854040,118263328,21656448,5261423,37116752,,,49268560,8430982,18.65063286,13.64148426,17.71279716
281078,ST. HELENA HOSPITAL,DEER PARK,94576,ST. HELENA HOSPITAL,181,0,94576,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.419178069,7266,8696,1632,5162,16341619,29742120,-59034836,56546324,14295099,23513572,187784176,53691552,10410432,123682192,119500864,3572513,72291528,68719016,72133000,12127012,5861976,21812004,,,25149506,158526,18.04553604,15.08877945,17.04034805
291023,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,95945,SIERRA NEVADA MEMORIAL HOSPITAL/MINERS HOSPITAL,121,0,95945,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.605139852,17735,29886,2530,2754,12218343,31771750,-42260156,110491320,11420820,19302804,173490512,22087916,15799041,135603552,115476208,719580,70169640,69450056,66431684,9993147,5450218,21844836,,,21445052,3737956,18.05611801,13.48642254,16.88100433
291053,TAHOE FOREST HOSPITAL DISTRICT,TRUCKEE,96160,TAHOE FOREST HOSPITAL DISTRICT,64,0,96160,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.779922962,9030,22782,3177,2058,19571036,25159540,-31116572,66772292,8557728,19241488,66848536,9784813,5831112,51232608,24585224,769684,43032996,42263312,44132776,5495126,5545430,14691844,,,15465215,-1099780,17.55942917,13.55373573,16.55410385
300225,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,92708,MEMORIAL HEALTH SERVICES,230,0,92708,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.371244788,,17339,5286,,14528004,36246932,-36137432,50927256,153588752,,199902368,46332120,9588422,143981824,152378752,586608,83371984,82785376,83940432,13694885,1968556,25065486,,,20577714,-568442,18.23176193,13.28211212,16.83971977
301097,ANAHEIM GENERAL HOSPITAL,ANAHEIM,92804,PACIFIC HEALTH CORPORATION,143,0,92804,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0.480965614,6319,12300,2318,,10491636,4505899,-18691222,15809950,30462928,2509703,110092864,25175826,6795338,78121704,80065024,90284,31096620,31006336,36137964,10917587,2073261,9498558,,133173,11903100,-5041344,17.24970245,11.4107151,16.29230881
301098,ANAHEIM MEMORIAL MEDICAL CENTER,ANAHEIM,928012881,MEMORIAL HEALTH SERVICES,224,0,92801,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0.68620348,,43410,6207,,41838492,44511740,-77152736,92430496,85169064,78339,529779232,102781448,22645224,404352576,424456160,1409130,136404960,134995840,135657008,26708688,5090596,41644764,,,39784472,747953,18.72075462,14.15848351,17.4989872
301126,BREA COMMUNITY HOSPITAL,BREA,828213002,GAETANO ZANFINI,62,0,82821,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.737604916,,11923,2712,,9649853,25918524,-13315917,35746304,9392533,23028316,86656360,11591583,3572514,71492264,65007832,549413,29729818,29180404,41774236,5552703,1159808,10840906,,125000,10860461,-12044417,17.18900871,13.21660614,16.20063972
301127,"THC ORANGE COUNTY, INC.",BREA,92821,VENCOR INC.,48,0,92821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.900057077,,,86,,11695100,1226178,-512419,12921278,1428712,,61589492,20517020,,41072472,39554324,34133,22069304,22035170,18843748,5824277,,4889092,,,5697206,3225555,16.90814972,10.43801975,15.55548668
301140,CHAPMAN MEDICAL CENTER,ORANGE,92869,TENET HEALTHCARE CORPORATION,110,0,92869,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.677011192,11793,11380,2557,,9755088,30380580,-21883844,41212228,21247624,3709476,213997520,44331196,9860288,159806032,167430992,180568,46747088,46566520,43387784,7998026,2201292,13730401,,,16531813,3359304,17.65639305,12.10386276,16.6207962
301155,COLLEGE HOSPITAL COSTA MESA,COSTA MESA,92627,CHCM INC.,80,0,92627,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.00722611,,,361,,7978325,1520935,-8348224,9593700,12265977,101653,72749784,46599788,6648137,19501856,45069184,557092,28237688,27680596,31040056,6939644,3011568,5482563,,,12168010,-2802370,17.13624191,13.23048592,16.31432152
301175,FOUNTAIN VALLEY REGIONAL MEDICAL CENTER,FOUNTAIN VALLEY,92708,TENET HEALTHCARE CORPORATION,400,0,92708,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0.635753453,,33744,9491,,87196560,81638400,-36287180,180329584,19527564,,978886336,156425264,32775682,789685376,791004352,271289,204887232,204615936,178662400,40883560,3899160,64080400,,93694,62547080,26224836,19.13664436,12.5109396,17.95142937
301188,WESTERN MED. CTR. HOSP. - ANAHEIM,ANAHEIM,92505,TENET HEALTHCARE CORPORATION,181,0,92505,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.673518538,29508,20274,2468,,20684504,24861594,-8210210,46226412,11941039,,366736192,75953208,12060157,278722816,292353952,818024,75200256,74382232,67710008,17006642,3585435,20679556,,48955,22514072,7490245,18.12472725,13.61464691,16.92965126
301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,926586100,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,353,0,92658,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.806829929,,67388,11403,5229,73426632,251887760,-221208352,1099469184,64489400,323389024,782742912,132273400,24007308,626462208,493415104,19622960,376590368,356967424,359977280,49177032,9821424,134593936,,,107110016,16613111,19.69315529,16.79221153,18.48936653
301209,HUNTINGTON BEACH INTERCOMMUNITY HOSPITAL,HUNTINGTON BEACH,92647,VANGUARD HEALTH SYSTEMS OF ANAHEIM,64,0,92647,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0.943750024,,19488,2395,,10014281,14613070,-2057567,24683620,9146409,20306730,128554688,21856864,9092452,97605376,93495968,227507,35286232,35058724,40030236,8052228,3445386,10952042,,,13654686,-4744005,17.37253571,12.33493614,16.42959404
301234,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,90623-176,VANGUARD HEALTH SYSTEMS OF ORANGE COUNTY INC.,141,0,90623,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.420382768,,30442,5946,,8054830,8942993,-748511,17222826,7472716,14687368,102950424,21417946,6716008,74816472,76103792,174310,30408600,30234288,35355592,7011618,2261434,10630259,,,13330329,-4946992,17.2244873,12.06859016,16.40555191
301242,BELLWOOD GENERAL HOSPITAL,BELLFLOWER,90706,ALTA HEALTHCARE SYSTEM,47,0,90706,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.882424951,714,5740,889,,6951099,5299964,-4538027,12285467,31963912,,55028424,18018220,1462660,35547544,40962296,72908,14139036,14066128,22980932,5462559,1048242,4481600,,82334,9922292,-8841895,16.45928001,11.19695377,16.11029434
301248,LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,90720,TENET HEALTH CORPORATION,167,0,90720,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0.677417815,,24839,6647,,18827624,43313880,-35757792,144277584,11603123,,632986368,92128208,25143040,515715072,542747712,1916134,101204144,99288008,77768544,17016136,2093097,28627264,,,24930940,23435600,18.41353607,14.46582031,17.03162003
301258,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,92704,TENET HEALTHCARE CORPORATION,178,0,92704,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.630321681,,18866,3335,,18309596,14310013,-2472513,48133656,44597072,,270111456,43868928,7852555,218389968,219911856,187537,55824792,55637252,46927896,14504733,1587805,13085449,,,15011354,8896895,17.83436394,12.14173126,16.52431679
301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,MISSION VIEJO,92691,ST. JOSEPH HEALTH SYSTEM,242,0,92691,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0.779282272,13366,41118,7453,,56700148,119628096,-51176140,231195552,53464848,122920904,505930592,93276728,28747120,383906752,335387296,5755537,177626352,171870816,169276272,31067580,6200586,63632616,,,54712904,8350075,18.96225357,15.56567287,17.81760979
